protein_external_id	preferred_name	protein_size	annotation
7668.SPU_012694-tr	LOC589309	783	Uncharacterized protein
7668.SPU_012695-tr	SPU_012695-tr	321	Uncharacterized protein
7668.SPU_012696-tr	SPU_012696-tr	661	Uncharacterized protein
7668.SPU_012697-tr	SPU_012697-tr	404	Uncharacterized protein
7668.SPU_012698-tr	LOC576800	345	Uncharacterized protein
7668.SPU_012699-tr	LOC576870	365	Uncharacterized protein
7668.SPU_012700-tr	LOC752894	302	Uncharacterized protein
7668.SPU_012701-tr	SPU_012701-tr	90	Uncharacterized protein
7668.SPU_012702-tr	SPU_012702-tr	339	Uncharacterized protein
7668.SPU_012703-tr	SPU_012703-tr	192	Uncharacterized protein
7668.SPU_012704-tr	SPU_012704-tr	504	Uncharacterized protein
7668.SPU_012705-tr	SPU_012705-tr	92	Uncharacterized protein
7668.SPU_012706-tr	SPU_012706-tr	326	Uncharacterized protein
7668.SPU_012707-tr	SPU_012707-tr	192	Uncharacterized protein
7668.SPU_012708-tr	SPU_012708-tr	254	Uncharacterized protein
7668.SPU_012709-tr	SPU_012709-tr	182	Uncharacterized protein
7668.SPU_012710-tr	SPU_012710-tr	406	Uncharacterized protein
7668.SPU_012711-tr	LOC593216	173	Uncharacterized protein
7668.SPU_012712-tr	LOC593180	313	Uncharacterized protein
7668.SPU_012713-tr	SPU_012713-tr	1006	Uncharacterized protein
7668.SPU_012714-tr	SPU_012714-tr	318	Uncharacterized protein
7668.SPU_012715-tr	LOC575615	348	Uncharacterized protein
7668.SPU_012716-tr	SPU_012716-tr	101	Uncharacterized protein
7668.SPU_012717-tr	SPU_012717-tr	148	Uncharacterized protein
7668.SPU_012718-tr	SPU_012718-tr	123	Histone H2B, embryonic 
7668.SPU_012719-tr	SPU_012719-tr	217	Uncharacterized protein
7668.SPU_012720-tr	SPU_012720-tr	58	Uncharacterized protein
7668.SPU_012721-tr	SPU_012721-tr	264	Deoxyribonuclease; Belongs to the DNase I family
7668.SPU_012722-tr	SPU_012722-tr	176	Uncharacterized protein; Belongs to the peptidase C14A family
7668.SPU_012723-tr	LOC580581	416	Uncharacterized protein; Belongs to the G-protein coupled receptor 1 family
7668.SPU_012724-tr	SPU_012724-tr	775	Uncharacterized protein
7668.SPU_012725-tr	LOC579342	302	Sulfurtransferase
7668.SPU_012726-tr	LOC579278	304	Sulfurtransferase
7668.SPU_012727-tr	LOC579216	304	Sulfurtransferase
7668.SPU_012728-tr	SPU_012728-tr	718	Uncharacterized protein
7668.SPU_012729-tr	SPU_012729-tr	400	Uncharacterized protein
7668.SPU_012730-tr	SPU_012730-tr	894	Uncharacterized protein
7668.SPU_012731-tr	SPU_012731-tr	542	Uncharacterized protein
7668.SPU_012732-tr	LOC578310	89	Uncharacterized protein
7668.SPU_012733-tr	LOC578438	251	Uncharacterized protein
7668.SPU_012734-tr	SPU_012734-tr	139	Uncharacterized protein
7668.SPU_012735-tr	LOC594067	476	Uncharacterized protein; Belongs to the glutamine synthetase family
7668.SPU_012736-tr	SPU_012736-tr	862	Uncharacterized protein
7668.SPU_012737-tr	SPU_012737-tr	124	Histone H2A, embryonic 
7668.SPU_012738-tr	SPU_012738-tr	454	Uncharacterized protein
7668.SPU_012739-tr	SPU_012739-tr	297	Uncharacterized protein
7668.SPU_012740-tr	SPU_012740-tr	283	Uncharacterized protein
7668.SPU_012741-tr	SPU_012741-tr	268	Uncharacterized protein
7668.SPU_012742-tr	SPU_012742-tr	680	Uncharacterized protein
7668.SPU_012743-tr	LOC575079	552	Uncharacterized protein
7668.SPU_012744-tr	SPU_012744-tr	251	Uncharacterized protein
7668.SPU_012745-tr	LOC574877	439	Uncharacterized protein
7668.SPU_012746-tr	LOC575019	369	Uncharacterized protein; Belongs to the two pore domain potassium channel (TC 1.A.1.8) family
7668.SPU_012747-tr	SPU_012747-tr	279	Uncharacterized protein
7668.SPU_012748-tr	LOC582716	568	Uncharacterized protein
7668.SPU_012749-tr	SPU_012749-tr	298	Uncharacterized protein
7668.SPU_012750-tr	SPU_012750-tr	253	Uncharacterized protein
7668.SPU_012751-tr	SPU_012751-tr	132	Uncharacterized protein
7668.SPU_012752-tr	SPU_012752-tr	493	Uncharacterized protein
7668.SPU_012753-tr	LOC585524	677	Uncharacterized protein; Belongs to the transient receptor (TC 1.A.4) family
7668.SPU_012754-tr	SPU_012754-tr	267	Uncharacterized protein
7668.SPU_012755-tr	SPU_012755-tr	1133	Uncharacterized protein
7668.SPU_012756-tr	SPU_012756-tr	1830	Uncharacterized protein
7668.SPU_012757-tr	SPU_012757-tr	60	Uncharacterized protein
7668.SPU_012758-tr	SPU_012758-tr	113	Uncharacterized protein
7668.SPU_012759-tr	SPU_012759-tr	91	Uncharacterized protein
7668.SPU_012760-tr	SPU_012760-tr	147	Uncharacterized protein
7668.SPU_012761-tr	SPU_012761-tr	186	Uncharacterized protein
7668.SPU_012762-tr	LOC575096	351	Uncharacterized protein
7668.SPU_012763-tr	SPU_012763-tr	474	Uncharacterized protein
7668.SPU_012764-tr	LOC764944	298	Uncharacterized protein
7668.SPU_012765-tr	LOC578377	540	Uncharacterized protein
7668.SPU_012766-tr	SPU_012766-tr	117	Uncharacterized protein
7668.SPU_012767-tr	SPU_012767-tr	278	Uncharacterized protein
7668.SPU_012768-tr	LOC587333	342	Uncharacterized protein
7668.SPU_012769-tr	SPU_012769-tr	185	Uncharacterized protein
7668.SPU_012770-tr	SPU_012770-tr	827	Uncharacterized protein
7668.SPU_012771-tr	SPU_012771-tr	156	Uncharacterized protein
7668.SPU_012772-tr	Klf7	291	Klf7; Uncharacterized protein 
7668.SPU_012773-tr	LOC581130	109	Uncharacterized protein
7668.SPU_012774-tr	SPU_012774-tr	245	Uncharacterized protein
7668.SPU_012775-tr	SPU_012775-tr	243	Uncharacterized protein
7668.SPU_012776-tr	SPU_012776-tr	377	Uncharacterized protein
7668.SPU_012777-tr	LOC585255	403	Uncharacterized protein
7668.SPU_012778-tr	SPU_012778-tr	1090	Uncharacterized protein
7668.SPU_012779-tr	LOC585199	1237	Uncharacterized protein
7668.SPU_012780-tr	SPU_012780-tr	335	Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family
7668.SPU_012781-tr	SPU_012781-tr	365	Uncharacterized protein
7668.SPU_012783-tr	SPU_012783-tr	668	Uncharacterized protein
7668.SPU_012784-tr	LOC575822	121	V-type proton ATPase subunit F; Subunit of the peripheral V1 complex of vacuolar ATPase essential for assembly or catalytic function. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells
7668.SPU_012785-tr	SPU_012785-tr	171	Serine/threonine-protein phosphatase
7668.SPU_012786-tr	LOC764641	1149	Protein DVR-1 homolog; Belongs to the TGF-beta family
7668.SPU_012787-tr	SPU_012787-tr	210	Uncharacterized protein
7668.SPU_012788-tr	SPU_012788-tr	820	Uncharacterized protein
7668.SPU_012789-tr	SPU_012789-tr	271	Uncharacterized protein
7668.SPU_012790-tr	SPU_012790-tr	358	Uncharacterized protein
7668.SPU_012791-tr	SPU_012791-tr	181	Uncharacterized protein
7668.SPU_012792-tr	LOC586872	1025	Uncharacterized protein; Belongs to the transient receptor (TC 1.A.4) family
7668.SPU_012793-tr	LOC586844	956	Uncharacterized protein; Belongs to the transient receptor (TC 1.A.4) family
7668.SPU_012794-tr	SPU_012794-tr	156	Uncharacterized protein
7668.SPU_012795-tr	adgb	318	Uncharacterized protein
7668.SPU_012796-tr	SPU_012796-tr	123	Histone H2B, embryonic 
7668.SPU_012797-tr	SPU_012797-tr	111	Uncharacterized protein
7668.SPU_012798-tr	LOC583394	125	Uncharacterized protein
7668.SPU_012799-tr	LOC584421	454	Uncharacterized protein; Belongs to the G-protein coupled receptor 1 family
7668.SPU_012800-tr	SPU_012800-tr	100	Uncharacterized protein
7668.SPU_012801-tr	SPU_012801-tr	61	Uncharacterized protein
7668.SPU_012802-tr	SPU_012802-tr	103	Histone H4 
7668.SPU_012803-tr	SPU_012803-tr	298	Uncharacterized protein
7668.SPU_012804-tr	SPU_012804-tr	537	Uncharacterized protein
7668.SPU_012805-tr	SPU_012805-tr	187	Uncharacterized protein
7668.SPU_012806-tr	LOC582658	601	Uncharacterized protein
7668.SPU_012807-tr	LOC593162	628	Uncharacterized protein
7668.SPU_012808-tr	LOC574825	748	Uncharacterized protein
7668.SPU_012809-tr	SPU_012809-tr	682	Uncharacterized protein
7668.SPU_012810-tr	SPU_012810-tr	473	Uncharacterized protein
7668.SPU_012811-tr	SPU_012811-tr	111	Uncharacterized protein
7668.SPU_012812-tr	SPU_012812-tr	455	Uncharacterized protein
7668.SPU_012813-tr	SPU_012813-tr	219	Uncharacterized protein
7668.SPU_012814-tr	LOC593176	124	Uncharacterized protein; Belongs to the mitochondrial carrier (TC 2.A.29) family
7668.SPU_012815-tr	SPU_012815-tr	826	Uncharacterized protein
7668.SPU_012816-tr	SPU_012816-tr	643	Uncharacterized protein
7668.SPU_012817-tr	SPU_012817-tr	325	Phosphoglycerate kinase
7668.SPU_012818-tr	LOC587886	486	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial; Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in the mitochondria. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu- tRNA(Gln); Belongs to the GatB/GatE family. GatB subfamily
7668.SPU_012819-tr	SPU_012819-tr	525	Uncharacterized protein
7668.SPU_012820-tr	SPU_012820-tr	333	Uncharacterized protein; Belongs to the mitochondrial carrier (TC 2.A.29) family
7668.SPU_012821-tr	SPU_012821-tr	89	Uncharacterized protein
7668.SPU_012822-tr	SPU_012822-tr	869	Uncharacterized protein
7668.SPU_012823-tr	SPU_012823-tr	1454	Uncharacterized protein
7668.SPU_012824-tr	SPU_012824-tr	929	Uncharacterized protein
7668.SPU_012825-tr	SPU_012825-tr	114	Uncharacterized protein
7668.SPU_012826-tr	SPU_012826-tr	70	Uncharacterized protein
7668.SPU_012827-tr	LOC593535	289	Uncharacterized protein
7668.SPU_012828-tr	LOC592882	121	Uncharacterized protein; Belongs to the ubiquitin-conjugating enzyme family
7668.SPU_012829-tr	SPU_012829-tr	258	Uncharacterized protein
7668.SPU_012830-tr	SPU_012830-tr	331	Uncharacterized protein; Belongs to the G-protein coupled receptor 2 family
7668.SPU_012831-tr	SPU_012831-tr	115	Uncharacterized protein
7668.SPU_012832-tr	SPU_012832-tr	74	Uncharacterized protein
7668.SPU_012833-tr	SPU_012833-tr	691	Uncharacterized protein
7668.SPU_012834-tr	LOC592565	532	Uncharacterized protein
7668.SPU_012835-tr	SPU_012835-tr	197	Uncharacterized protein
7668.SPU_012836-tr	SPU_012836-tr	123	Histone H2B, embryonic 
7668.SPU_012837-tr	SPU_012837-tr	336	Uncharacterized protein
7668.SPU_012838-tr	SPU_012838-tr	226	Uncharacterized protein
7668.SPU_012839-tr	SPU_012839-tr	553	Glucose-6-phosphate isomerase; Belongs to the GPI family
7668.SPU_012840-tr	LOC584703	412	Uncharacterized protein
7668.SPU_012841-tr	SPU_012841-tr	94	Uncharacterized protein
7668.SPU_012842-tr	SPU_012842-tr	373	Uncharacterized protein
7668.SPU_012843-tr	LOC588209	1478	Uncharacterized protein
7668.SPU_012844-tr	SPU_012844-tr	536	Uncharacterized protein
7668.SPU_012845-tr	SPU_012845-tr	181	Uncharacterized protein
7668.SPU_012846-tr	LOC589075	426	Uncharacterized protein; Belongs to the peptidase S10 family
7668.SPU_012847-tr	SPU_012847-tr	1095	Uncharacterized protein
7668.SPU_012848-tr	SPU_012848-tr	988	Guanylate cyclase
7668.SPU_012849-tr	SPU_012849-tr	156	Uncharacterized protein
7668.SPU_012850-tr	LOC590721	274	Uncharacterized protein
7668.SPU_012851-tr	LOC584729	293	Uncharacterized protein
7668.SPU_012852-tr	SPU_012852-tr	59	Uncharacterized protein
7668.SPU_012853-tr	LOC584709	370	Uncharacterized protein
7668.SPU_012854-tr	SPU_012854-tr	344	Uncharacterized protein
7668.SPU_012855-tr	SPU_012855-tr	2527	Uncharacterized protein
7668.SPU_012856-tr	SPU_012856-tr	397	Uncharacterized protein
7668.SPU_012857-tr	LOC579600	587	Uncharacterized protein
7668.SPU_012858-tr	SPU_012858-tr	923	Uncharacterized protein
7668.SPU_012859-tr	SPU_012859-tr	759	Uncharacterized protein
7668.SPU_012860-tr	SPU_012860-tr	80	Uncharacterized protein
7668.SPU_012861-tr	LOC578420	265	Uncharacterized protein
7668.SPU_012862-tr	SPU_012862-tr	319	Uncharacterized protein
7668.SPU_012864-tr	SPU_012864-tr	128	Uncharacterized protein
7668.SPU_012865-tr	LOC373246	136	Uncharacterized protein
7668.SPU_012866-tr	LOC589654	1099	Uncharacterized protein; Belongs to the G-protein coupled receptor 2 family
7668.SPU_012867-tr	LOC575783	156	Uncharacterized protein
7668.SPU_012868-tr	LOC575709	310	Uncharacterized protein
7668.SPU_012869-tr	SPU_012869-tr	1997	Uncharacterized protein
7668.SPU_012870-tr	SPU_012870-tr	952	Uncharacterized protein
7668.SPU_012871-tr	LOC582202	500	Uncharacterized protein; Belongs to the potassium channel family
7668.SPU_012872-tr	SPU_012872-tr	204	Uncharacterized protein
7668.SPU_012873-tr	SPU_012873-tr	260	Uncharacterized protein
7668.SPU_012874-tr	LOC762449	485	Uncharacterized protein
7668.SPU_012875-tr	LOC581020	660	Uncharacterized protein
7668.SPU_012876-tr	SPU_012876-tr	228	Uncharacterized protein
7668.SPU_012877-tr	tetrakcng	2657	Uncharacterized protein; Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
7668.SPU_012878-tr	SPU_012878-tr	328	Uncharacterized protein
7668.SPU_012879-tr	SPU_012879-tr	1738	Uncharacterized protein
7668.SPU_012880-tr	SPU_012880-tr	590	Uncharacterized protein
7668.SPU_012881-tr	SPU_012881-tr	179	Uncharacterized protein
7668.SPU_012882-tr	SPU_012882-tr	497	Uncharacterized protein
7668.SPU_012883-tr	SPU_012883-tr	149	Uncharacterized protein
7668.SPU_012884-tr	SPU_012884-tr	154	Uncharacterized protein
7668.SPU_012885-tr	SPU_012885-tr	279	Uncharacterized protein
7668.SPU_012886-tr	LOC580037	192	Uncharacterized protein
7668.SPU_012887-tr	SPU_012887-tr	887	Uncharacterized protein; Component of the post-replicative DNA mismatch repair system (MMR)
7668.SPU_012888-tr	SPU_012888-tr	658	Uncharacterized protein
7668.SPU_012889-tr	SPU_012889-tr	57	Uncharacterized protein
7668.SPU_012890-tr	SPU_012890-tr	531	Uncharacterized protein
7668.SPU_012891-tr	SPU_012891-tr	723	Uncharacterized protein
7668.SPU_012892-tr	SPU_012892-tr	187	Uncharacterized protein
7668.SPU_012893-tr	LOC586966	152	Uncharacterized protein
7668.SPU_012894-tr	SPU_012894-tr	132	Uncharacterized protein
7668.SPU_012895-tr	LOC762690	1074	Uncharacterized protein
7668.SPU_012896-tr	LOC579934	292	Uncharacterized protein; Belongs to the DapA family
7668.SPU_012897-tr	SPU_012897-tr	229	Uncharacterized protein
7668.SPU_012898-tr	LOC579815	497	Uncharacterized protein
7668.SPU_012899-tr	LOC589936	496	Uncharacterized protein; Belongs to the protein kinase superfamily
7668.SPU_012900-tr	LOC593572	1088	Uncharacterized protein
7668.SPU_012901-tr	SPU_012901-tr	240	Uncharacterized protein
7668.SPU_012902-tr	SPU_012902-tr	519	Uncharacterized protein
7668.SPU_012903-tr	SPU_012903-tr	898	Uncharacterized protein
7668.SPU_012904-tr	SPU_012904-tr	115	Uncharacterized protein
7668.SPU_012905-tr	SPU_012905-tr	476	Uncharacterized protein
7668.SPU_012906-tr	LOC583538	339	Uncharacterized protein
7668.SPU_012907-tr	SPU_012907-tr	135	Uncharacterized protein
7668.SPU_012908-tr	SPU_012908-tr	213	Uncharacterized protein
7668.SPU_012909-tr	LOC579931	245	Eukaryotic translation initiation factor 6; Binds to the 60S ribosomal subunit and prevents its association with the 40S ribosomal subunit to form the 80S initiation complex in the cytoplasm. May also be involved in ribosome biogenesis
7668.SPU_012910-tr	LOC579873	146	Uncharacterized protein
7668.SPU_012911-tr	SPU_012911-tr	1012	Uncharacterized protein
7668.SPU_012912-tr	LOC580050	1037	Uncharacterized protein
7668.SPU_012913-tr	LOC580113	1026	Uncharacterized protein
7668.SPU_012914-tr	SPU_012914-tr	1069	Uncharacterized protein
7668.SPU_012915-tr	LOC590003	178	Uncharacterized protein
7668.SPU_012916-tr	SPU_012916-tr	123	Histone H2B, embryonic 
7668.SPU_012917-tr	LOC582155	232	Uncharacterized protein
7668.SPU_012918-tr	LOC755883	258	Uncharacterized protein
7668.SPU_012919-tr	LOC585537	164	Uncharacterized protein
7668.SPU_012920-tr	LOC581920	390	Receptor expression-enhancing protein
7668.SPU_012921-tr	LOC582069	411	Uncharacterized protein
7668.SPU_012922-tr	LOC582109	559	Uncharacterized protein
7668.SPU_012923-tr	SPU_012923-tr	306	Uncharacterized protein
7668.SPU_012924-tr	SPU_012924-tr	166	Uncharacterized protein
7668.SPU_012925-tr	SPU_012925-tr	305	Uncharacterized protein
7668.SPU_012926-tr	LOC580343	331	Uncharacterized protein
7668.SPU_012927-tr	SPU_012927-tr	419	Uncharacterized protein
7668.SPU_012928-tr	SPU_012928-tr	133	Uncharacterized protein
7668.SPU_012929-tr	SPU_012929-tr	745	Uncharacterized protein
7668.SPU_012930-tr	prpf8	1482	Uncharacterized protein
7668.SPU_012931-tr	SPU_012931-tr	221	Uncharacterized protein
7668.SPU_012932-tr	LOC577400	306	Uncharacterized protein
7668.SPU_012933-tr	LOC764750	298	Uncharacterized protein
7668.SPU_012934-tr	LOC764759	342	Uncharacterized protein
7668.SPU_012935-tr	LOC583904	221	Uncharacterized protein
7668.SPU_012936-tr	thbs3	879	Uncharacterized protein
7668.SPU_012937-tr	LOC588819	324	Uncharacterized protein
7668.SPU_012938-tr	LOC592279	711	Uncharacterized protein
7668.SPU_012939-tr	LOC592625	272	annotation not available
7668.SPU_012940-tr	LOC592643	164	Uncharacterized protein
7668.SPU_012941-tr	SPU_012941-tr	131	Uncharacterized protein
7668.SPU_012942-tr	SPU_012942-tr	150	Uncharacterized protein
7668.SPU_012943-tr	SPU_012943-tr	120	Uncharacterized protein
7668.SPU_012945-tr	SPU_012945-tr	578	Uncharacterized protein
7668.SPU_012946-tr	LOC590162	379	Uncharacterized protein
7668.SPU_012947-tr	SPU_012947-tr	166	Uncharacterized protein
7668.SPU_012948-tr	SPU_012948-tr	3255	Uncharacterized protein
7668.SPU_012949-tr	LOC588048	1070	Uncharacterized protein
7668.SPU_012950-tr	SPU_012950-tr	295	Uncharacterized protein
7668.SPU_012951-tr	SPU_012951-tr	1337	Uncharacterized protein
7668.SPU_012952-tr	SPU_012952-tr	321	Uncharacterized protein
7668.SPU_012953-tr	SPU_012953-tr	311	Uncharacterized protein
7668.SPU_012954-tr	SPU_012954-tr	602	Uncharacterized protein
7668.SPU_012955-tr	SPU_012955-tr	826	Uncharacterized protein
7668.SPU_012956-tr	LOC585009	203	Uncharacterized protein
7668.SPU_012957-tr	SPU_012957-tr	444	Uncharacterized protein
7668.SPU_012958-tr	SPU_012958-tr	63	Uncharacterized protein
7668.SPU_012959-tr	LOC577449	175	Uncharacterized protein
7668.SPU_012960-tr	LOC577771	578	Uncharacterized protein
7668.SPU_012961-tr	SPU_012961-tr	440	Uncharacterized protein
7668.SPU_012962-tr	SPU_012962-tr	433	Uncharacterized protein
7668.SPU_012963-tr	SPU_012963-tr	1480	Uncharacterized protein
7668.SPU_012964-tr	LOC575877	771	Uncharacterized protein
7668.SPU_012965-tr	SPU_012965-tr	838	Uncharacterized protein
7668.SPU_012966-tr	SPU_012966-tr	217	Uncharacterized protein
7668.SPU_012967-tr	SPU_012967-tr	246	Uncharacterized protein
7668.SPU_012968-tr	SPU_012968-tr	107	Uncharacterized protein
7668.SPU_012969-tr	SPU_012969-tr	214	Uncharacterized protein
7668.SPU_012970-tr	SPU_012970-tr	586	Uncharacterized protein
7668.SPU_012971-tr	SPU_012971-tr	316	Uncharacterized protein
7668.SPU_012972-tr	SPU_012972-tr	271	Uncharacterized protein
7668.SPU_012973-tr	SPU_012973-tr	785	Uncharacterized protein
7668.SPU_012974-tr	SPU_012974-tr	395	Uncharacterized protein; Belongs to the G-protein coupled receptor 1 family
7668.SPU_012975-tr	SPU_012975-tr	679	Uncharacterized protein
7668.SPU_012976-tr	SPU_012976-tr	245	Uncharacterized protein
7668.SPU_012977-tr	SPU_012977-tr	2048	Uncharacterized protein
7668.SPU_012978-tr	SPU_012978-tr	1163	Uncharacterized protein
7668.SPU_012980-tr	SPU_012980-tr	1109	Poly [ADP-ribose] polymerase
7668.SPU_012981-tr	SPU_012981-tr	1310	Uncharacterized protein
7668.SPU_012982-tr	ptprn2	110	Uncharacterized protein
7668.SPU_012983-tr	SPU_012983-tr	936	DNA helicase; Belongs to the MCM family
7668.SPU_012984-tr	SPU_012984-tr	933	Uncharacterized protein
7668.SPU_012985-tr	SPU_012985-tr	441	Uncharacterized protein
7668.SPU_012986-tr	SPU_012986-tr	116	Uncharacterized protein
7668.SPU_012987-tr	LOC586979	284	Uncharacterized protein
7668.SPU_012988-tr	LOC587001	266	Uncharacterized protein
7668.SPU_012989-tr	SPU_012989-tr	128	Uncharacterized protein
