NCBI scaffold number,mapped_start,mapped_stop
NW_022145605.1,21597841,21610942
NW_022145605.1,21601073,21616380
NW_022145605.1,21597841,21610942
NW_022145605.1,21597841,21610942
NW_022145605.1,21601073,21609090
NW_022145605.1,21597841,21610942
NW_022145605.1,21601073,21609090
NW_022145605.1,21597841,21610942
NW_022145605.1,21601073,21609090
NW_022145605.1,21597841,21610942
NW_022145605.1,21601073,21609090
NW_022145605.1,21597841,21610942
NW_022145605.1,21601073,21609090
NW_022145605.1,21597841,21610942
NW_022145605.1,21601073,21609090
NW_022145605.1,21597841,21610942
NW_022145605.1,21601073,21609090
NW_022145605.1,21597841,21610942
NW_022145605.1,21601073,21609090
NW_022145605.1,21601073,21609090
NW_022145605.1,21597841,21610942
NW_022145605.1,21597841,21610942
NW_022145604.1,17730836,17734173
NW_022145601.1,1918667,1920584
NW_022145610.1,25992407,26013467
NW_022145610.1,25992407,26013429
NW_022145610.1,16082457,16097099
NW_022145539.1,851788,858453
NW_022145601.1,17591035,17592358
NW_022145605.1,18036350,18045150
NW_022145605.1,17939560,17944868
NW_022145576.1,2342604,2346211
NW_022145605.1,17896733,17899875
NW_022145576.1,2386827,2389997
NW_022145605.1,17883217,17895237
NW_022145605.1,17888457,17890437
NW_022145576.1,2395864,2398418
NW_022145605.1,17825087,17830819
NW_022145576.1,2443027,2448749
NW_022145605.1,17683313,17685451
NW_022145576.1,2594906,2597068
NW_022145576.1,2681485,2693478
NW_022145605.1,17570207,17589742
NW_022145605.1,17570207,17582870
NW_022145576.1,2706109,2713182
NW_022145605.1,17559126,17565090
NW_022145605.1,17556700,17564257
NW_022145576.1,2718685,2738893
NW_022145609.1,20684404,20686875
NW_022145609.1,20684815,20686875
NW_022145609.1,20684822,20686875
NW_022145603.1,18588970,18590456
NW_022145607.1,18284983,18303233
NW_022145607.1,18284983,18303233
NW_022145607.1,18284983,18303233
NW_022145598.1,35426528,35436204
NW_022145598.1,35427240,35436204
NW_022145598.1,35461751,35465039
NW_022145569.1,51582,54162
NW_022145598.1,35461751,35465039
NW_022145569.1,51582,54162
NW_022145598.1,35461973,35465039
NW_022145569.1,51582,54162
NW_022145598.1,35523436,35528643
NW_022145569.1,102634,106806
NW_022145614.1,28541420,28544159
NW_022145600.1,7770194,7772911
NW_022145609.1,27694965,27699458
NW_022145609.1,27694965,27699458
NW_022145614.1,17317291,17321451
NW_022145614.1,16674217,16678373
NW_022145614.1,16511526,16512615
NW_022145598.1,34091825,34094574
NW_022145603.1,30546497,30557855
NW_022145603.1,30546497,30557855
NW_022145603.1,30546497,30557855
NW_022145603.1,30546497,30557855
NW_022145603.1,30546497,30557855
NW_022145603.1,30546497,30557855
NW_022145597.1,23658388,23661102
NW_022145597.1,23658388,23661102
NW_022145597.1,23658388,23661102
NW_022145604.1,25030851,25032999
NW_022145610.1,6357677,6367492
NW_022145602.1,19618149,19620331
NW_022145602.1,19615793,19618148
NW_022145549.1,891696,894047
NW_022145615.1,9290637,9309766
NW_022145615.1,9290390,9309766
NW_022145615.1,9286705,9309766
NW_022145615.1,9005869,9009291
NW_022145615.1,8939247,8949700
NW_022145615.1,8939247,8949508
NW_022145615.1,8448262,8450138
NW_022145615.1,8448262,8450132
NW_022145607.1,21652826,21653340
NW_022145604.1,33294712,33295642
NW_022145604.1,33357735,33358660
NW_022145594.1,31258938,31259868
NW_022145612.1,40044963,40050599
NW_022145612.1,40044963,40050599
NW_022145612.1,40047725,40049433
NW_022145612.1,40047725,40049433
NW_022145612.1,40047725,40049433
NW_022145612.1,39845630,39852282
NW_022145612.1,39822432,39828725
NW_022145612.1,39820475,39837432
NW_022145612.1,39820475,39837432
NW_022145612.1,39820475,39823433
NW_022145612.1,39805549,39810822
NW_022145605.1,18503614,18505440
NW_022145605.1,18520717,18521614
NW_022145548.1,715513,717090
NW_022145615.1,6001542,6024863
NW_022145615.1,5620927,5655291
NW_022145615.1,5620927,5655172
NW_022145615.1,5620927,5655034
NW_022145615.1,5598605,5600275
NW_022145611.1,36281408,36296678
NW_022145614.1,4743877,4755563
NW_022145614.1,4743877,4755563
NW_022145614.1,4744390,4752077
NW_022145614.1,4743877,4755563
NW_022145614.1,4744390,4752077
NW_022145614.1,4743877,4755563
NW_022145614.1,4744390,4752077
NW_022145614.1,4745983,4751013
NW_022145605.1,31370293,31373806
NW_022145612.1,29844814,29845862
NW_022145612.1,29844814,29845868
NW_022145612.1,29844814,29845868
NW_022145612.1,29847102,29848708
NW_022145612.1,29847106,29848550
NW_022145612.1,29847106,29848670
NW_022145612.1,29847106,29848688
NW_022145612.1,29847106,29848688
NW_022145612.1,29847106,29848710
NW_022145612.1,29847106,29848710
NW_022145612.1,29847106,29848710
NW_022145612.1,29847106,29848744
NW_022145612.1,29847106,29848744
NW_022145612.1,29847106,29848744
NW_022145612.1,29847106,29848899
NW_022145612.1,29928569,29931842
NW_022145612.1,29928569,29932018
NW_022145612.1,29928569,29932018
NW_022145612.1,29944991,29953450
NW_022145606.1,32111834,32118125
NW_022145595.1,26493165,26511349
NW_022145597.1,18353805,18368388
NW_022145597.1,18353805,18368388
NW_022145602.1,22926032,22928227
NW_022145602.1,24993298,24995494
NW_022145615.1,23303905,23305350
NW_022145615.1,23185579,23196601
NW_022145615.1,23185579,23196601
NW_022145615.1,23185579,23196601
NW_022145612.1,47126720,47129494
NW_022145575.1,2852608,2854379
NW_022145599.1,5503677,5504859
NW_022145599.1,11283865,11289589
NW_022145599.1,11737595,11744167
NW_022145605.1,32117794,32119410
NW_022145605.1,32117794,32119462
NW_022145605.1,32117794,32119468
NW_022145596.1,15269926,15271847
NW_022145596.1,15269926,15271847
NW_022145596.1,15269926,15271847
NW_022145596.1,15335133,15335765
NW_022145596.1,15584428,15589273
NW_022145596.1,15610883,15613458
NW_022145601.1,33220687,33238237
NW_022145601.1,33230427,33236371
NW_022145601.1,33234543,33236371
NW_022145611.1,8863818,8917842
NW_022145611.1,9021072,9026526
NW_022145611.1,9177631,9181659
NW_022145606.1,19155748,19160161
NW_022145606.1,19155748,19160161
NW_022145606.1,19155748,19160161
NW_022145606.1,19155748,19160161
NW_022145606.1,19155748,19160161
NW_022145606.1,19155748,19160161
NW_022145606.1,19155748,19160161
NW_022145606.1,19155748,19160017
NW_022145606.1,19155748,19160017
NW_022145614.1,8323716,8379433
NW_022145614.1,8354438,8356340
NW_022145614.1,8462325,8464662
NW_022145614.1,8465706,8469154
NW_022145614.1,8473488,8475888
NW_022145614.1,8479895,8483891
NW_022145605.1,1661080,1665982
NW_022145522.1,494949,499050
NW_022145597.1,23605798,23611358
NW_022145597.1,23326691,23332220
NW_022145597.1,22988613,22992055
NW_022145596.1,31906245,31917606
NW_022145611.1,74721,81057
NW_022145607.1,42589797,42599207
NW_022145611.1,74721,81057
NW_022145607.1,42589881,42599207
NW_022145594.1,36587714,36590099
NW_022145594.1,36590236,36594302
NW_022145613.1,10979532,10981131
NW_022145613.1,10963936,10965022
NW_022145576.1,2157519,2197292
NW_022145613.1,10692845,10695181
NW_022145605.1,18261019,18267277
NW_022145606.1,41647816,41653299
NW_022145606.1,41366228,41371265
NW_022145606.1,41647816,41649913
NW_022145597.1,17896429,17897432
NW_022145565.1,191268,194159
NW_022145565.1,191268,194159
NW_022145565.1,191268,195527
NW_022145565.1,191416,195527
NW_022145565.1,191437,195527
NW_022145613.1,55655,59372
NW_022145598.1,22228312,22231300
NW_022145594.1,8582037,8584219
NW_022145607.1,41870263,41879138
NW_022145607.1,42074333,42127749
NW_022145573.1,97892,146203
NW_022145573.1,98985,145096
NW_022145594.1,45906308,45908493
NW_022145594.1,3930541,3942434
NW_022145594.1,3932804,3939538
NW_022145594.1,3932804,3942434
NW_022145594.1,3974364,3991466
NW_022145594.1,3995333,4001886
NW_022145594.1,4098318,4107537
NW_022145594.1,4098318,4107606
NW_022145594.1,4098318,4107644
NW_022145594.1,4098318,4107653
NW_022145597.1,9734009,9743753
NW_022145594.1,2490963,2497295
NW_022145594.1,2490981,2501379
NW_022145606.1,36978174,36980358
NW_022145610.1,1523369,1527747
NW_022145610.1,1523369,1545920
NW_022145611.1,21606118,21611809
NW_022145532.1,691000,701211
NW_022145612.1,19562797,19566499
NW_022145612.1,19604820,19609084
NW_022145596.1,27484827,27486865
NW_022145606.1,32480977,32482345
NW_022145606.1,32847125,32851909
NW_022145606.1,32847129,32851909
NW_022145606.1,32847133,32851909
NW_022145606.1,32848024,32849168
NW_022145606.1,32427082,32431286
NW_022145606.1,32419821,32431286
NW_022145606.1,32419821,32431286
NW_022145606.1,32419821,32431286
NW_022145606.1,32425663,32431286
NW_022145606.1,32854244,32858161
NW_022145606.1,32419821,32426749
NW_022145595.1,17007441,17011566
NW_022145595.1,17009777,17011566
NW_022145595.1,17009777,17014248
NW_022145609.1,7435200,7436027
NW_022145594.1,23437204,23440907
NW_022145594.1,22797556,22801131
NW_022145601.1,16380672,16384168
NW_022145601.1,16380672,16384168
NW_022145595.1,12599776,12602536
NW_022145595.1,12601127,12608812
NW_022145595.1,12664087,12668959
NW_022145595.1,12763204,12764772
NW_022145595.1,12763204,12764772
NW_022145595.1,12772554,12776757
NW_022145595.1,12772554,12776757
NW_022145595.1,12772554,12776761
NW_022145595.1,12772554,12776761
NW_022145595.1,12772554,12776761
NW_022145595.1,12772554,12776761
NW_022145595.1,12772554,12776761
NW_022145595.1,12772554,12776761
NW_022145595.1,12772554,12776761
NW_022145611.1,43945457,43949367
NW_022145597.1,14232785,14234301
NW_022145612.1,47275813,47279988
NW_022145612.1,47275813,47276997
NW_022145612.1,47268005,47269055
NW_022145612.1,47257764,47263375
NW_022145597.1,22600481,22604286
NW_022145597.1,22600481,22604284
NW_022145613.1,10644915,10646008
NW_022145613.1,10619027,10623979
NW_022145613.1,10619027,10622945
NW_022145613.1,10481973,10483739
NW_022145613.1,10481973,10483469
NW_022145603.1,33541454,33543457
NW_022145603.1,33681603,33684375
NW_022145603.1,33541454,33543457
NW_022145603.1,33681602,33684375
NW_022145606.1,624414,625401
NW_022145606.1,612843,617952
NW_022145614.1,17944210,17946587
NW_022145614.1,17944210,17949052
NW_022145614.1,18156949,18163008
NW_022145614.1,18179709,18244965
NW_022145612.1,36940104,36941123
NW_022145612.1,37056430,37058687
NW_022145612.1,37674362,37679875
NW_022145607.1,11236129,11236423
NW_022145605.1,26091525,26100764
NW_022145594.1,14037802,14041082
NW_022145614.1,13723524,13727977
NW_022145614.1,14452761,14457217
NW_022145607.1,38904824,38905732
NW_022145607.1,38901497,38904738
NW_022145610.1,29630688,29631438
NW_022145595.1,14743442,14744680
NW_022145605.1,20246796,20247514
NW_022145605.1,20909990,20913277
NW_022145605.1,20914315,20917171
NW_022145605.1,21195619,21200551
NW_022145605.1,21241917,21245515
NW_022145605.1,21241917,21245515
NW_022145607.1,138391,147801
NW_022145607.1,268831,275420
NW_022145599.1,1608460,1610999
NW_022145599.1,1562171,1567009
NW_022145604.1,16727554,16728701
NW_022145604.1,16726553,16728701
NW_022145597.1,18197360,18202144
NW_022145597.1,18196805,18202144
NW_022145597.1,18170642,18172689
NW_022145597.1,18167993,18169952
NW_022145601.1,22392264,22395148
NW_022145601.1,22393696,22395140
NW_022145598.1,9100521,9101406
NW_022145615.1,2857319,2860468
NW_022145615.1,2857319,2860468
NW_022145615.1,2714610,2718794
NW_022145615.1,2710952,2714437
NW_022145598.1,6460910,6464066
NW_022145613.1,14384344,14390210
NW_022145613.1,14384345,14390210
NW_022145613.1,14384346,14390210
NW_022145597.1,7424965,7428028
NW_022145597.1,7324933,7328677
NW_022145606.1,19301228,19303689
NW_022145606.1,19301228,19303763
NW_022145606.1,19301228,19303796
NW_022145596.1,13590857,13599398
NW_022145615.1,14697162,14702268
NW_022145599.1,7993095,7994173
NW_022145613.1,24467485,24468177
NW_022145604.1,20097760,20133600
NW_022145604.1,20101063,20135147
NW_022145553.1,312228,347836
NW_022145553.1,310540,344564
NW_022145604.1,20097779,20133600
NW_022145604.1,20101063,20135147
NW_022145553.1,312228,347817
NW_022145553.1,310540,344564
NW_022145614.1,31833285,31896419
NW_022145614.1,31890425,31897814
NW_022145614.1,31890425,31898771
NW_022145614.1,31890425,31898771
NW_022145604.1,17055890,17056715
NW_022145609.1,11243133,11245718
NW_022145609.1,11141570,11144202
NW_022145609.1,30831134,30850551
NW_022145609.1,30673689,30677499
NW_022145609.1,30847611,30850548
NW_022145595.1,10396941,10398904
NW_022145610.1,30341202,30366869
NW_022145610.1,32113213,32138876
NW_022145610.1,30343434,30366013
NW_022145610.1,32115443,32138026
NW_022145610.1,30343434,30366013
NW_022145610.1,32115443,32138026
NW_022145610.1,30343434,30366869
NW_022145610.1,32115443,32138876
NW_022145610.1,30343434,30366869
NW_022145610.1,32115443,32138876
NW_022145610.1,30343434,30366869
NW_022145610.1,32115443,32138876
NW_022145599.1,20256324,20290134
NW_022145552.1,1354396,1381724
NW_022145552.1,1346859,1378623
NW_022145599.1,20256356,20276967
NW_022145599.1,20266255,20276992
NW_022145552.1,1359996,1380425
NW_022145552.1,1360001,1378623
NW_022145599.1,20275256,20289655
NW_022145552.1,1347380,1361708
NW_022145599.1,20275256,20291066
NW_022145552.1,1346729,1361708
NW_022145552.1,1291583,1295697
NW_022145612.1,42043286,42046578
NW_022145613.1,18576100,18579908
NW_022145613.1,18576100,18579908
NW_022145601.1,3268308,3270921
NW_022145611.1,11845870,11847086
NW_022145611.1,11081046,11176077
NW_022145611.1,11091744,11188561
NW_022145610.1,23030443,23058982
NW_022145610.1,23030443,23058880
NW_022145610.1,23053940,23058982
NW_022145600.1,17550549,17553897
NW_022145596.1,15809564,15810731
NW_022145596.1,15966151,15967350
NW_022145607.1,19782714,19787167
NW_022145607.1,19859051,19860543
NW_022145607.1,19859051,19860993
NW_022145607.1,19880817,19885321
NW_022145607.1,19892217,19909240
NW_022145607.1,20198919,20217217
NW_022145607.1,20201252,20217217
NW_022145607.1,20270897,20274193
NW_022145607.1,20270936,20274193
NW_022145607.1,20648306,20650058
NW_022145607.1,20649388,20651002
NW_022145612.1,3256532,3260107
NW_022145612.1,41789948,41794586
NW_022145612.1,41786769,41789836
NW_022145612.1,41776886,41780146
NW_022145612.1,41776886,41778557
NW_022145612.1,41772673,41774859
NW_022145612.1,41766001,41768271
NW_022145604.1,27618991,27620469
NW_022145612.1,35396956,35399548
NW_022145612.1,35206610,35208606
NW_022145606.1,27321138,27324269
NW_022145606.1,27321138,27324269
NW_022145597.1,20994313,20999353
NW_022145611.1,33209131,33210931
NW_022145613.1,9587064,9597619
NW_022145613.1,9586154,9589160
NW_022145603.1,18426148,18428478
NW_022145603.1,18426159,18428478
NW_022145594.1,28920490,28923208
NW_022145602.1,5047434,5059701
NW_022145606.1,9539726,9540336
NW_022145612.1,17157990,17161674
NW_022145607.1,7229445,7252561
NW_022145600.1,29060179,29063204
NW_022145541.1,957470,958503
NW_022145611.1,2010351,2012782
NW_022145611.1,1537365,1541542
NW_022145611.1,1539374,1543036
NW_022145611.1,749582,755246
NW_022145607.1,43795524,43801483
NW_022145605.1,36700978,36705912
NW_022145596.1,26146246,26158914
NW_022145596.1,26148408,26158876
NW_022145596.1,26149840,26157521
NW_022145595.1,29343385,29349470
NW_022145610.1,11831415,11834928
NW_022145606.1,15270376,15271075
NW_022145606.1,15246010,15249034
NW_022145526.1,1723720,1728607
NW_022145606.1,15246010,15249034
NW_022145526.1,1723720,1728607
NW_022145606.1,15243284,15244767
NW_022145526.1,1720110,1721723
NW_022145606.1,15241033,15243172
NW_022145526.1,1718140,1720058
NW_022145526.1,1677438,1679063
NW_022145611.1,28857153,28864585
NW_022145611.1,29173729,29178153
NW_022145610.1,552425,557160
NW_022145610.1,651902,655741
NW_022145610.1,931574,934217
NW_022145610.1,943558,963290
NW_022145610.1,943701,963290
NW_022145610.1,1074733,1076435
NW_022145612.1,52776013,52778201
NW_022145612.1,52202791,52204677
NW_022145612.1,52166057,52169808
NW_022145612.1,52162933,52165835
NW_022145606.1,48460692,48471992
NW_022145606.1,48460692,48471992
NW_022145613.1,5605304,5606454
NW_022145600.1,5935443,5938684
NW_022145600.1,5931581,5932983
NW_022145600.1,5877326,5883039
NW_022145600.1,5877326,5880274
NW_022145600.1,5871698,5872689
NW_022145613.1,3844306,3852616
NW_022145613.1,3844187,3852616
NW_022145613.1,3830793,3836672
NW_022145613.1,3806875,3811152
NW_022145613.1,3712071,3757248
NW_022145613.1,3712071,3757248
NW_022145613.1,3712071,3757185
NW_022145613.1,3697576,3711736
NW_022145613.1,3696646,3711736
NW_022145613.1,3696600,3711736
NW_022145594.1,15211390,15213158
NW_022145602.1,1211483,1213684
NW_022145597.1,9452354,9454391
NW_022145597.1,9451995,9454391
NW_022145597.1,9451969,9454391
NW_022145597.1,9451902,9454391
NW_022145597.1,9451876,9454391
NW_022145615.1,25293388,25302771
NW_022145615.1,25293416,25302771
NW_022145615.1,25293417,25302771
NW_022145615.1,25536318,25542688
NW_022145615.1,25695942,25698720
NW_022145615.1,25728479,25736458
NW_022145604.1,11673623,11676801
NW_022145604.1,11673623,11676801
NW_022145614.1,18571019,18571918
NW_022145614.1,18645519,18649369
NW_022145614.1,18666005,18685937
NW_022145569.1,223207,225999
NW_022145605.1,21712629,21715961
NW_022145605.1,21392894,21403359
NW_022145605.1,21392872,21403359
NW_022145605.1,21381038,21403359
NW_022145605.1,21381038,21394828
NW_022145596.1,30915776,30927607
NW_022145596.1,30910642,30915675
NW_022145596.1,30908293,30915675
NW_022145596.1,30908293,30915675
NW_022145596.1,30908293,30915675
NW_022145598.1,19776612,19778652
NW_022145606.1,35024570,35028392
NW_022145595.1,29096146,29101713
NW_022145595.1,29264008,29271613
NW_022145596.1,32798685,32806964
NW_022145594.1,37173014,37174986
NW_022145603.1,28611188,28614321
